G.Id,Grievance Description,Department,Line Department,Service Name,Grievance Name,Grievance SubCategory1,Grievance SubCategory2,Service Type,District,Taluk,GP/Village/Hobli,Created Date,Status,Days Left Before Escalation,Days Pending Beyond Deadline,Officer Role,Pending with / Closed By,Grievance Source,call recording link ,Unnamed: 20
237698,"The citizen claims that he has been having problems drinking water for the past week. As a result, the citizen has visited the consed department, but there has been no appropriate response. As a result, the citizen has requested that the necessary actions be taken.",Rural Development and Panchayath Raj Department,Rural Development Commissionerate,MGNREGS,Attendance not recorded,,,Non Sakala,HASSAN,Hassan,BASAVAGATTA,26/04/2025 12:09 PM,Resolved (Feedback Taken),,,L2,Executive Officer-TP -EO-TP-HASSAN,iPGRS-Call Center ,https://drive.google.com/file/d/1JpJkxpcIXRNDtT8NFlV4XqPP380Ssj7F/view?usp=sharing,
237585,CITIZEN SAYS THAT IN THEIR LOCALITY JJM TAP CONNECTION IS COMPLETED AND WATER NOT COMING IN TAPS . AS A RESULT PEOPLE OF THE LOCALITY ARE FACING SERIOUS PROBLEM FROM PAST TWO MONTHS. SO AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,BAGALKOTE,Bagalkot,,25/04/2025 03:37 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BAGALKOT,iPGRS-Call Center ,,
237578,CITIZEN SAYS THAT IN THEIR LOCALITY JJM TAP CONNECTION IS COMPLETED AND WATER NOT COMING IN TAPS . AS A RESULT PEOPLE OF THE LOCALITY ARE FACING SERIOUS PROBLEM FROM PAST TWO MONTHS. SO AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,BAGALKOTE,Mudhol,MUGALKHODA / Mugalkhod,25/04/2025 03:31 PM,Closed by Officer,,,LMF,Panchayat Development Officer(PDO) - MUDHOL - MUGALAKHOD,iPGRS-Call Center ,https://drive.google.com/file/d/1K6Iwx_kQt-B___-lZJqOaxHJD5EbWMWq/view?usp=sharing,
237570,"CITIZEN SAYS THAT IN HIS VILLAGE(GADDIGERI VILLAGE) GARBAGE COLLECTION VEHICLE NOT ARRIVED FROM PAST ONE YEAR AND ALSO CITIZEN WASTE DUMPING IN THE ROAD, REGARDING THIS ISSUE HE VISITED THE CONCERN DEPARTMENT BUT THERE IS NO PROPER RESPONSE FROM THEM, AS PER CITIZEN REQUEST KINDLY DO NEEDFUL.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Solid Waste,Garbage collection Vehicle is not coming Regularly in Ward/Village,Non Sakala,KOPPAL,Yelbarga,GADDIGERI / Gedigera,25/04/2025 03:26 PM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-YELBURGA,iPGRS-Call Center ,https://drive.google.com/file/d/13DBSdvi937hwZcqp36k57t8SmnjjvQSD/view?usp=sharing,
237567,CITIZEN SAYS THAT IN THEIR LOCALITY JJM TAP CONNECTION IS  COMPLETED AND WATER NOT COMING IN TAPS  . AS A RESULT PEOPLE OF THE LOCALITY ARE FACING SERIOUS PROBLEM FROM PAST TWO MONTHS. SO AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,BAGALKOTE,Bilgi,,25/04/2025 03:26 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BILAGI,iPGRS-Call Center ,https://drive.google.com/file/d/19QVlcFXk4igr3vh6RxRLcEtiHumtTQQ7/view?usp=sharing,
237566,CITIZEN SAYS THAT IN HIS VILLAGE JJM WORK NOT DONE PROPERLY(ROAD DAMAGE AND PIPELINE CONNECTION NOT DONE) PANDARGERA ENTIRE VILLAGE NEAR BASAVESHWARA CIRCLE REGARDING THIS ISSUE HE VISITED TO CONCERN DEPARTMENT BUT DID NOT GET ANY RESOLUTION AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,BIDAR,Basavakalyan,YERBAG / Yerbagh,25/04/2025 03:25 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BIDAR,iPGRS-Call Center ,https://drive.google.com/file/d/1J5E9aOb9fKdOY1u21Z484L-LCDXRPDG8/view?usp=sharing,
237495,"The citizen claims that for the past year, they have been dealing with a drinking water problem in their neighbourhood. Regarding this issue, the citizen also went to the concerned department, but they are having trouble because there has been no appropriate response. Please take the appropriate action in accordance with the citizen's request.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,CHIKKAMAGALURU,Kadur,Y.MALLAPURA / Madalu,25/04/2025 01:20 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-KADUR,iPGRS-Call Center ,https://drive.google.com/file/d/1TU1EophrrCbo2oGjdIP35ph5kwxsPu5b/view?usp=sharing,
237254,"CITIZEN SAYS THAT THERE IS NO PROPER DRAINAGE FACILITY IN HER LOCALITY SINCE 70 TO 80 YEAR AND REGARDING THIS ISSUE HIS VISITED CONCERN OFFICER BUT DID NOT GET PROPER RESPONSE HE REQUEST TO TAKE ACTION AND THIS GRIEVANCE HAS BEEN REGISTERED PREVIOUSLY AND GRIEVANCE ID IS 134708 AND OFFICER HAS REPLIED THAT THERE IS NO FUND IN PANCHAYATH AND THEY WILL DO THE WORK IN NEXT FINANCIAL YEAR FUND UNDER MGNREGA SCHEME BUT HE SAYS THAT PANCHAYATH IS NOT TAKING RESPONSIBILITY UNDER MGNREGA SCHEME TO DO THE WORK  ,AS PER CITIZEN CONCERN PLEASE KINDLY DO THE NEED FULL.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,CHIKKAMAGALURU,Kadur,YAGATI / Yagati,24/04/2025 12:45 PM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-KADUR,iPGRS-Call Center ,https://drive.google.com/file/d/1mAdeNl48bWjvc4xChiOPZcmqwzLeO81O/view?usp=sharing,
237238,CITIZEN CALLED TO COMPLAIN ABOUT PIPE LINE LEAKAGE UNDER JJM IN HIS VILLAGE FROM PAST 4 DAYS  REGARDING THIS ISSUE HE VISITED TO CONCERN DEPARTMENT BUT DID NOT GET ANY RESOLUTION AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Pipeline & Leakage problems,Water pipeline leakage,Non Sakala,DAVANGERE,Jagalur,HOSAKERE / Chikkabannihatti,24/04/2025 11:51 AM,Closed by Officer,,,L2,Executive Engineer-RDWS-DAVANAGERE,iPGRS-Call Center ,https://drive.google.com/file/d/1i8LX7wvAmNxwooLuHnanwldyevxfsvFK/view?usp=sharing,
237211,"The citizen claims that in his locality, ""CAMBEL FACTORY NEAR, NEAR RD PRIVATE HIGH SCHOOL, Near BAZAR GALLI,ಮಾರಿಹಳ, ಬೆಳಗಾವಿ, ಬೆಳಗಾವಿ - 591103,"" JJM work has been ongoing for the past three years, and roads are not being properly maintained. As a result, people in that village are experiencing problems with drinking water, and the citizen has visited the concerned department, but no resolution has been found. Please do what needs to be done. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,JJM Work not done Properly,Non Sakala,BELAGAVI,BELAGAVI,MARIHAL / Marihal,24/04/2025 09:48 AM,Registered & Sent for Scrutiny,3.0,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BELAGAVI,iPGRS-Call Center ,https://drive.google.com/file/d/1VlMwAj05O5aESSEn3EFwKkHu9J9eA3iW/view?usp=sharing,
237157,"CITIZEN SAYS THAT ROAD HAS BEEN DIG FOR THE CONSTRUCTION OF JAL JEEVAN MISSION PIPE LAYING AND CONSTRUCTION WORK HAS BEEN COMPLETED BUT THEY DID NOT DO PATCH WORK OR CLOSE THE DIG ROAD SINCE 8 MONTHS AND THIS COMPLAINT HAS BEEN REGISTERED PREVIOUSLY AND THE GRIEVANCE ID IS 230310 BUT OFFICER SAYS THAT THE JJM WORK IS UNDER PROGRESS INFORMED BY EE, RWS OFFICER BUT CITIZEN SAYS THAT DUE TO THIS ROAD CONDITION THE ELDERLY CITIZEN AND FOR ALL THE CITIZEN THEY ARE FACING DIFFICULT THERE MAY BE IN DANGER OF LIFE RISK HENCE PATCH WORK NEED TO BE DONE . PLEASE KINDLY TAKE ACTION. ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Roads damaged while Jal Jeevan Mission pipe laying,Non Sakala,BENGALURU URBAN,Bengaluru South,CHANNENA HALLI / JATTIPALYA,23/04/2025 05:07 PM,Closed by Officer,,,LMF,Assistance  Engineer/Junior Engineer-RDWS-BENGALURU SOUTH,iPGRS-Call Center ,,
237107,"The citizen reports that there has been overflow and drainage blockage in his village for the past six months, causing health problems. The citizen has visited the appropriate department, but they have not responded appropriately. As per the citizen's request, kindly take the necessary action.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,TUMAKURU,Madhugiri,CHIKKADAALAVATTA / Doddadalavatta,23/04/2025 02:16 PM,Closed by Officer,,,L2,Executive Officer-ZP -EO-MADHUGIRI,iPGRS-Call Center ,https://drive.google.com/file/d/1WT4m603qAbHH33_ZkVicNElhw8rVD3rA/view?usp=sharing,
237097,"The citizen states that in his Locality ""WARD NO : 01, NEAR NINGAPPA DESAI HOME, Near SHRIRAM MANDIRA, BELADHADI VILLAGE, ಬೆಳದಡಿ-ಬೆಳಧಡಿ, 582101 "" there is no proper drainage system from past 7 years in Ward Number 01 of Beladhadi village due to this improper system draining water is overflowing and its rushing to the agriculture land which is having survey number 190 due to this heavy flow of drainage water to the field farmers of that land not able to do cultivation so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
  ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,GADAG,Gadag,BELADHADI / Beladhadi,23/04/2025 01:36 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-GADAG,iPGRS-Call Center ,https://drive.google.com/file/d/1sjo_Bpp7Zf4aLAB6A2o-1LQyOnLVSPTt/view?usp=sharing,
237070,"The citizen states that in his Locality ""WARN NO : 03, GURUKULA SCHOOL, Near NARASIMHA TEMPLE, HOSAGADDE VILLAGE, ಹೊಸಗದ್ದೆ-ವಂದಿಗೆ, ಅಂಕೋಲಾ, ಉತ್ತರ ಕನ್ನಡ - 581353 "" Drinking Water Unavailable from past 2 years so people of that area facing severe problems due to this issue.so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,UTTARA KANNADA,Ankola,VANDIGE / Hosgadde,23/04/2025 12:18 PM,Resolved (Feedback Taken),,,LMF,Assistance  Engineer/Junior Engineer-RDWS-ANKOLA,iPGRS-Call Center ,https://drive.google.com/file/d/1q1kaVUH7-qpYXt0syHjBDTMLg0L0TjQn/view?usp=sharing,
236947,"CITIZEN SAYS THAT HE SAYS IN HIS LOCALITY RO PLANT MAINTENANCE IS NOT FUNCTIONING FROM PAST 1 MONTH. DUE TO THIS CITIZENS ARE FACING PROBLEM, CITIZEN HAVE ALSO VISITED CONCERNED DEPARTMENT BUT NO ACTION HAS BEEN TAKEN SO FAR, AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,RO Plant Maintenance Problem,Operation & Maintenance,Water Purification Plant  non functional,Non Sakala,KOPPAL,KARATAGI,BEVINAL / Bevinhal,23/04/2025 09:26 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-KOPPAL,iPGRS-Call Center ,https://drive.google.com/file/d/1tzkYxqo1pogw6bP2sG9yww2yob_0Lznd/view?usp=sharing,
236598," CITIZEN SAYS THAT AT ABOVE MENTIONED ADDRESS DRINKING WATER IS NOT BEEN PROVIDED FOR PAST 6 MONTHS. THEY COMPLAINED TO CONCERNED DEPARTMENT, BUT THERE WAS NO RESPONSE. PLEASE DO THE NEEDFUL ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Operation & Maintenance,Pipeline layed but no household tap provided,Non Sakala,BELAGAVI,Hukeri,,22/04/2025 11:05 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BELAGAVI,iPGRS-Call Center ,https://drive.google.com/file/d/1tzkYxqo1pogw6bP2sG9yww2yob_0Lznd/view?usp=sharing,
236589,CITIZEN SAYS THAT HE IS FACING DRINKING WATER ISSUE IN THEIR LOCALITY FROM PAST 20 DAYS. REGARDING THIS ISSUE CITIZEN ALSO VISITED THE CONCERNED DEPARTMENT BUT THERE IS NO PROPER RESPONSE DUE TO THIS ISSUE CITIZEN ARE FACING A PROBLEM. SO AS PER THE CITIZEN REQUEST KINDLY TAKE THE NECESSARY ACTION .,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,CHAMARAJANAGARA,Kollegal,KUNTHUR / Kunthur,22/04/2025 10:09 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-CHAMARAJANAGARA,iPGRS-Call Center ,https://drive.google.com/file/d/1bpq1XNjupyvkGUSpgInWKih0tzTYzTwG/view?usp=sharing,
236453,"CITIZEN SAYS THAT THEY ARE FACING DRAINAGE ISSUE FROM PAST 1 YEAR, THAT THE DRAINAGE SYSTEM IS NOT MAINTAINED PROPERLY AND THERE IS NO DRAINAGE FACILITY .THEY WANT A NEW DRAINAGE FACILITY IN THEIR LOCALITY .CITIZEN ALSO VISITED THE DEPARTMENT BUT DIDN'T GET ANY PROPER RESPONSE. SO BASED ON CITIZEN REQUEST KINDLY TAKE THE PROPER ACTION AND PROVIDE THE SOLUTION.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,No proper Drainage system,Non Sakala,YADGIR,WADAGERA,NAIKAL / Naikal,21/04/2025 02:57 PM,Resolved (Feedback Taken),,,L2,Executive Officer-ZP -EO-VADAGERA,iPGRS-Call Center ,https://drive.google.com/file/d/1H-ZoMKb1lj2EHa8UwwMOK9neIe_iBri_/view?usp=sharing,https://drive.google.com/file/d/1ueNDt9EoM3oItS2iv7q3aHlcoTm4TDZa/view?usp=sharing
236408,"CITIZEN CALLED TO COMPLAIN ABOUT , NO PIPELINE CONNECTION AND TAP CONNECTION IN JJM SCHEME ONLY FOR THEIR HOUSE SINCE THE WATER IS SUPPLIED TO ALL HOMES EXCEPT THEM IN THE VILLAGE AND FACING THIS PROBLEM FROM PAST 7-8 MONTHS, SO BASED ON CITIZEN REQUEST PLEASE TAKE THE ACTION AND PROVIDE THE SOLUTION",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Operation & Maintenance,Pipeline layed but no household tap provided,Non Sakala,TUMAKURU,Chiknayakanhalli,KUPPUR / Kuppuru,21/04/2025 12:20 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-TUMAKURU,iPGRS-Call Center ,https://drive.google.com/file/d/1obvfcB74zlJY_MenP2Uz8mAAXDiavrwO/view?usp=sharing,
236399,"The citizen claims that there is no proper drinking water facility in his village and that the water quality (smell) is poor from past 2 weeks. As a result, the citizen is having trouble drinking water and has visited the appropriate department, but they have not responded appropriately to his request. ",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Water Quality problems,Contamination of Water seen,Non Sakala,YADGIR,Shahpur,CHATNALLI / Chattanhalli,21/04/2025 12:02 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-YADGIR,iPGRS-Call Center ,https://drive.google.com/file/d/1o7W8k_OXQhIbWWME7gTQpHLPgDSCcn1a/view?usp=sharing,
236371,CITIZEN SAYS THAT HE IS FACING A DRINKING WATER ISSUES FROM PAST 3 YEARS REGARDING THIS ISSUES CITIZEN ALSO VISITED THE CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE DUE TO THIS ISSUES CITIZEN ARE FACING A PROBLEM SO HAS PER THE CITIZEN REQUEST KINDLY TAKE THE NECESSARY ACTION .,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,KOPPAL,Kushtagi,KILARHATTI / Kilarhatti,21/04/2025 10:54 AM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Koppal,iPGRS-Call Center ,https://drive.google.com/file/d/1dHMZet4OVJgAZRN-E1H4xlX29MDHnmS4/view?usp=sharing,
236368,"CITIZEN SAYS THAT THERE IS NO STREET LIGHT FACILITY NEAR HIS HOUSE.FOR REQUIREMENT OF NEW STREET LIGHT CONNECTION DUE TO DARKNESS HE HAD VISITED GARM PANCHAYATH OFFICER.THEY INFORMED THAT IT IS NOT POSSIBLE TO PROVIDE IT SINCE HIS PLACE COMES UNDER FARM LAND.CITIZEN REQUESTS THAT IN FARM HE IS FACING ISSUES IN NIGHTS DUE TO DARKNESS FOR HIS SURVEY LAND NO.93/2,HE IS IN NEED OF LIGHT POLL .AS PER CITIZEN REQUEST PLEASE KINDLY DO THE NEEDFUL",Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Maintenance of Street Light,Issues in Maintenance of Street Light,New Street Light Required,,Non Sakala,KOPPAL,Kushtagi,KILARHATTI / Kilarhatti,21/04/2025 10:38 AM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - KUSHTAGI - KILLARAHATTI,iPGRS-Call Center ,https://drive.google.com/file/d/1wjvNvHTQT-pLJwDCgO_TqAz3-GM20p58/view?usp=sharing,
236326,CITIZEN SAYS THAT CONTAMINATION OF WATER SEEN IN DRINKING WATER SINCE 15 DAYS IN EVERY HOUSE OF THEIR VILLAGE DUE TO THAT THEY ARE FACING SO MANY PROBLEM THERE IS A CHANCE OF HEALTH RISK SO KINDLY REQUESTING THE OFFICER TO LOOK INTO THE MATTER AND SOLVE THE PROBLEM . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Water Quality problems,Contamination of Water seen,Non Sakala,BALLARI,Siruguppa,KARUR / Karur,20/04/2025 05:16 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BALLARI,iPGRS-Call Center ,https://drive.google.com/file/d/16asPAw-qh-DYuUliB_Wd1h0sgm_The0P/view?usp=sharing,
236316,"CITIZEN SAYS THAT NO DRINKING WATER FACILITY UNDER JJM FROM PAST 1 YEAR BECAUSE OF NO DRINKING WATER CITIZENS ARE FACING MANY ISSUES, REGARDING THIS HE HAS ALSO VISITED CONCERNED DEPARTMENT BUT ACTION HAS BEEN TAKEN SO FAR,  AS PER CITIZEN REQUEST KINDLY DO NEEDFUL.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,VIJAYANAGAR,Harapanahalli,PUNABHAGATTA / Punabagatta,20/04/2025 02:31 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Vijayanagara,iPGRS-Call Center ,https://drive.google.com/file/d/1GDxdIaQx-k0Q8kkxoFoMZDIgiFKbic6m/view?usp=sharing,
236313,CITIZEN SAYS THAT THERE IS NO WATER SUPPLY IN THEIR VILLAGE RAMOJUPALLI SINCE 1 MONTH HENCE THE CITIZENS OF THE VILLAGE ARE FACING TOO MANY DIFFICULTIES DRINKING WATER HENCE  HE REQUEST TO SOLVE THE WATER PROBLEM AND TAKE ACTION BY OFFICER . PLEASE KINDLY TAKE ACTION.,Rural Development and Panchayath Raj Department,Karnataka Panchayat Raj Commissionerate,Disconnection of Water Supply ,Issues in Disconnection of Water Supply,Delay in Service Delivery,,Non Sakala,CHIKKABALLAPURA,Bagepalli,PALYAKERE / Ramojupalli,20/04/2025 01:54 PM,Resolved (Feedback Taken),,,LMF,Panchayat Development Officer(PDO) - BAGEPALLI - PALYAKERE,iPGRS-Call Center ,https://drive.google.com/file/d/1cc7j6N3guL4p9IvkR9xBR92M7kwn9Mk1/view?usp=sharing,
236289,"The citizen says  that he has been having problems with drinking water for the past six months. He has also visited the Consed  Department on these issues, but there has been no appropriate response because of these problems. As a result, the citizen has requested that the necessary actions be taken.",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,MYSURU,Piriyapatna,PUNADAHALLI / BHARATHINAGAR,20/04/2025 11:35 AM,Closed by Officer,,,L2,Executive Engineer-RDWS-Mysore,iPGRS-Call Center ,https://drive.google.com/file/d/1AAUas5DYuXlnarVoFVTV4NaRQ3FYT058/view?usp=sharing,
235986,"CITIZEN SAYS THAT NO DRINKAING WATER FACILITY UNDER JJM FROM 8 MONTHS BECAUSE OF NO DRINKING WATER CITIZENS ARE FACING MANY ISSUES , AS PER CITIZEN REQUEST KINDLY DO NEEDFUL",Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,BAGALKOTE,RABAKAVI BANAHATTI,,19/04/2025 10:41 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BAGALKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/1ACJ2HwoOJyI-vvFYlwyoGzI4Qc3SAfJh/view?usp=sharing,
235980,CITIZEN SAYS THAT HE IS FACING A DRINKING WATER ISSUE IN THEIR LOCALITY  FROM PAST ONE MONTH. REGARDING THIS ISSUES CITIZEN ALSO VISITED CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE DUE TO THIS ISSUES CITIZEN ARE FACING PROBLEM. SO AS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,KOPPAL,Gangawati,VENKATAGIRI / Venkatagiri,19/04/2025 09:15 AM,Resolved (Feedback Taken),,,L2,Executive Engineer-RDWS-Koppal,iPGRS-Call Center ,https://drive.google.com/file/d/1cCW9H8GQaYIFmwReO5W2Oa04t6QU1jan/view?usp=sharing,
235883,CITIZEN SAYS THAT  HE IS FACING A DRINKING WATER ISSUES FROM PAST ONE WEEK REGARDING THIS ISSUES CITIZEN ALSO VISITED CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE DUE TO THIS ISSUES CITIZEN ARE FACING PROBLEM SO HAS PER CITIZEN REQUEST KINDLY DO THE NEEDFUL,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Volumetric Water Supply problems,Water not available in taps,Non Sakala,SHIVAMOGGA,Shikarpur,JAKKINAKOPPA / Jakkinakoppa,18/04/2025 01:47 PM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-SHIVAMOGGA,iPGRS-Call Center ,https://drive.google.com/file/d/1ZspWac65Pl0B2YU8gaB83S2xX2VAcoKZ/view?usp=sharing,
235855,CITIZEN SAYS HE IS FACING DRAINAGE ISSUES FROM PAST 3 YEARS REGARDING THIS ISSUES CITIZEN ALSO VISITED THE CONSED DEPARTMENT BUT THERE IS NO PROPER RESPONSE DUE TO THIS ISSUES CITIZEN ARE FACING HEALTH ISSUES SO HAS PER CITIZEN REQUEST KINDLY TAKE THE NECESSARY ACTION ,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Sanitation,Facing problem pertaining to Sanitation,Problems pertaining to Liquid Waste,Drainage Cleaning is not happening regularly,Non Sakala,BAGALKOTE,Hungund,HIRE BADAWADAGI / Virapur,18/04/2025 11:05 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-BAGALKOTE,iPGRS-Call Center ,https://drive.google.com/file/d/1DoO7S3D1tENu-aCgougNCiB81WfiJX9U/view?usp=sharing,
235854,CITIZEN SAYS THAT IN THEIR LOCALITY JJM TAP CONNECTION IS NOT BEING COMPLETED AND TAPS ARE NOT PROVIDED . AS A RESULT PEOPLE OF THE LOCALITY ARE FACING SERIOUS PROBLEM FROM PAST TWO MONTHS. SO AS PER CITIZENS REQUEST KINDLY RESOLVE THIS ISSUE.,Rural Development and Panchayath Raj Department,Rural Drinking Water & Sanitation,Provision of Drinking Water,Facing problem with Drinking Water,Improper / Poor Infra Works,Jal Jeevan Mission tap connection not Completed,Non Sakala,GADAG,Shirhatti,BANNIKOPPA / Sugnalli,18/04/2025 10:59 AM,Resolved (Feedback Taken),,,L3,Chief Executive Officer-ZP-CEO-GADAG,iPGRS-Call Center ,https://drive.google.com/file/d/1GmcLzMeUAg5sULGyfulYe3lB_d61q-n-/view?usp=sharing,
235736,"The citizen states that in his Locality ""WARD NO : 197, MEGHALKODI AREA, Near UDBHAVA MARDAMMA TEMPLE, B BAIRAPURA VILLAGE, ಬಸವಘಟ್ಟ , ಹಾಸನ - 573162 "" THERE IS NO PROPER ROAD MAINTENANCE FORM PAST 5 YEARS AND ALSO CITIZENS ARE FACING TRAVELLING ISSUES IN RAINY SEASON, so citizen has visited concerned department regarding this matter, but no resolution has been obtained. Please take the necessary action. 
",Rural Development and Panchayath Raj Department,"Director, Rural Development",Village Internal Roads,Connectivity issue pertaining to internal roads,Road not maintained properly,,Non Sakala,HASSAN,Hassan,BASAVAGATTA / Basavagatta,17/04/2025 02:23 PM,Resolved (Feedback Taken),,,L2,Executive Engineer-PRED-Hassan,iPGRS-Call Center ,https://docs.google.com/spreadsheets/d/1LsoYqA7BVPKanAH4cYWSZVKe9ZNFDeIA/edit?usp=sharing&ouid=109713684446205459215&rtpof=true&sd=true,
